,index,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Wet_NoWet,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,WeekofYear,Daylight_Hours,Tmin_rm7,DewPoint_rm7,Sunrise_rm7,PrecipTotal_rm7,StnPressure_rm7,ResultSpeed_rm7,ResultDir_rm7,Tmin_rm7_lag1,Tmin_rm7_lag2,Tmin_rm7_lag3,Tmin_rm7_lag4,DewPoint_rm7_lag1,DewPoint_rm7_lag2,DewPoint_rm7_lag3,DewPoint_rm7_lag4,Sunrise_rm7_lag1,Sunrise_rm7_lag2,Sunrise_rm7_lag3,Sunrise_rm7_lag4,PrecipTotal_rm7_lag1,PrecipTotal_rm7_lag2,PrecipTotal_rm7_lag3,PrecipTotal_rm7_lag4,StnPressure_rm7_lag1,StnPressure_rm7_lag2,StnPressure_rm7_lag3,StnPressure_rm7_lag4,ResultSpeed_rm7_lag1,ResultSpeed_rm7_lag2,ResultSpeed_rm7_lag3,ResultSpeed_rm7_lag4,ResultDir_rm7_lag1,ResultDir_rm7_lag2,ResultDir_rm7_lag3,ResultDir_rm7_lag4
10,40,1,2007-05-21,80,44,62.0,50,56.0,3.0,0.0,4.433333333333334,19.166666666666668,0,0.0,29.33,30.06,6.3,11,8.2,2007,5,21,14.733333333333334,47.0,41.42857142857143,4.483333333333333,0.0842857142857143,29.37,8.514285714285714,18.571428571428573,48.714285714285715,48.714285714285715,47.285714285714285,48.57142857142857,41.0,40.0,39.57142857142857,41.285714285714285,4.5,4.516666666666667,4.533333333333333,4.55,0.0842857142857143,0.07428571428571429,0.07428571428571429,0.07428571428571429,29.35571428571429,29.371428571428574,29.392857142857142,29.364285714285717,10.028571428571428,9.485714285714286,9.671428571428573,10.514285714285714,20.0,21.428571428571427,18.428571428571427,15.285714285714286
11,42,1,2007-05-22,87,55,71.0,46,58.0,0.0,6.0,4.416666666666667,19.183333333333334,0,0.0,29.34,30.06,10.0,18,10.2,2007,5,21,14.766666666666666,46.714285714285715,40.0,4.466666666666667,0.030000000000000002,29.4,8.785714285714286,17.285714285714285,47.0,48.714285714285715,48.714285714285715,47.285714285714285,41.42857142857143,41.0,40.0,39.57142857142857,4.483333333333333,4.5,4.516666666666667,4.533333333333333,0.0842857142857143,0.0842857142857143,0.07428571428571429,0.07428571428571429,29.37,29.35571428571429,29.371428571428574,29.392857142857142,8.514285714285714,10.028571428571428,9.485714285714286,9.671428571428573,18.571428571428573,20.0,21.428571428571427,18.428571428571427
12,44,1,2007-05-23,89,60,74.5,49,61.0,0.0,10.0,4.416666666666667,19.2,0,0.0,29.39,30.1,11.4,19,11.8,2007,5,21,14.783333333333331,49.0,40.857142857142854,4.4523809523809526,0.01,29.40857142857143,9.299999999999999,14.857142857142858,46.714285714285715,47.0,48.714285714285715,48.714285714285715,40.0,41.42857142857143,41.0,40.0,4.466666666666667,4.483333333333333,4.5,4.516666666666667,0.030000000000000002,0.0842857142857143,0.0842857142857143,0.07428571428571429,29.4,29.37,29.35571428571429,29.371428571428574,8.785714285714286,8.514285714285714,10.028571428571428,9.485714285714286,17.285714285714285,18.571428571428573,20.0,21.428571428571427
13,46,1,2007-05-24,88,63,75.5,54,63.0,0.0,11.0,4.4,19.216666666666665,1,0.02,29.41,30.11,14.9,21,17.3,2007,5,21,14.816666666666665,51.857142857142854,44.0,4.438095238095238,0.012857142857142859,29.388571428571428,9.928571428571429,17.428571428571427,49.0,46.714285714285715,47.0,48.714285714285715,40.857142857142854,40.0,41.42857142857143,41.0,4.4523809523809526,4.466666666666667,4.483333333333333,4.5,0.01,0.030000000000000002,0.0842857142857143,0.0842857142857143,29.40857142857143,29.4,29.37,29.35571428571429,9.299999999999999,8.785714285714286,8.514285714285714,10.028571428571428,14.857142857142858,17.285714285714285,18.571428571428573,20.0
14,48,1,2007-05-25,70,56,63.0,44,53.0,2.0,0.0,4.383333333333334,19.23333333333333,0,0.0,29.51,30.24,4.9,5,8.8,2007,5,21,14.85,53.857142857142854,46.0,4.423809523809524,0.012857142857142859,29.385714285714283,9.857142857142858,14.571428571428571,51.857142857142854,49.0,46.714285714285715,47.0,44.0,40.857142857142854,40.0,41.42857142857143,4.438095238095238,4.4523809523809526,4.466666666666667,4.483333333333333,0.012857142857142859,0.01,0.030000000000000002,0.0842857142857143,29.388571428571428,29.40857142857143,29.4,29.37,9.928571428571429,9.299999999999999,8.785714285714286,8.514285714285714,17.428571428571427,14.857142857142858,17.285714285714285,18.571428571428573
15,50,1,2007-05-26,65,49,57.0,55,56.0,8.0,0.0,4.366666666666666,19.25,1,1.01,29.36,30.11,2.8,17,7.2,2007,5,21,14.883333333333333,52.857142857142854,48.285714285714285,4.40952380952381,0.15714285714285717,29.38857142857143,8.671428571428573,13.571428571428571,53.857142857142854,51.857142857142854,49.0,46.714285714285715,46.0,44.0,40.857142857142854,40.0,4.423809523809524,4.438095238095238,4.4523809523809526,4.466666666666667,0.012857142857142859,0.012857142857142859,0.01,0.030000000000000002,29.385714285714283,29.388571428571428,29.40857142857143,29.4,9.857142857142858,9.928571428571429,9.299999999999999,8.785714285714286,14.571428571428571,17.428571428571427,14.857142857142858,17.285714285714285
16,52,1,2007-05-27,75,57,66.0,47,56.0,0.0,1.0,4.366666666666666,19.266666666666666,1,0.04,29.34,30.06,8.9,26,9.5,2007,5,21,14.9,54.857142857142854,49.285714285714285,4.397619047619048,0.15285714285714286,29.38285714285714,8.457142857142857,16.714285714285715,52.857142857142854,53.857142857142854,51.857142857142854,49.0,48.285714285714285,46.0,44.0,40.857142857142854,4.40952380952381,4.423809523809524,4.438095238095238,4.4523809523809526,0.15714285714285717,0.012857142857142859,0.012857142857142859,0.01,29.38857142857143,29.385714285714283,29.388571428571428,29.40857142857143,8.671428571428573,9.857142857142858,9.928571428571429,9.299999999999999,13.571428571428571,14.571428571428571,17.428571428571427,14.857142857142858
17,54,1,2007-05-28,79,50,64.5,47,56.0,0.0,0.0,4.35,19.266666666666666,1,0.0,29.43,30.15,4.8,10,5.3,2007,5,22,14.916666666666666,55.714285714285715,48.857142857142854,4.385714285714286,0.15285714285714286,29.397142857142857,8.242857142857142,16.571428571428573,54.857142857142854,52.857142857142854,53.857142857142854,51.857142857142854,49.285714285714285,48.285714285714285,46.0,44.0,4.397619047619048,4.40952380952381,4.423809523809524,4.438095238095238,0.15285714285714286,0.15714285714285717,0.012857142857142859,0.012857142857142859,29.38285714285714,29.38857142857143,29.385714285714283,29.388571428571428,8.457142857142857,8.671428571428573,9.857142857142858,9.928571428571429,16.714285714285715,13.571428571428571,14.571428571428571,17.428571428571427
18,56,1,2007-05-29,88,60,74.0,58,65.0,0.0,9.0,4.35,19.28333333333333,1,0.0,29.39,30.11,5.8,18,6.5,2007,5,22,14.933333333333335,56.42857142857143,50.57142857142857,4.376190476190476,0.15285714285714286,29.404285714285717,7.642857142857144,16.571428571428573,55.714285714285715,54.857142857142854,52.857142857142854,53.857142857142854,48.857142857142854,49.285714285714285,48.285714285714285,46.0,4.385714285714286,4.397619047619048,4.40952380952381,4.423809523809524,0.15285714285714286,0.15285714285714286,0.15714285714285717,0.012857142857142859,29.397142857142857,29.38285714285714,29.38857142857143,29.385714285714283,8.242857142857142,8.457142857142857,8.671428571428573,9.857142857142858,16.571428571428573,16.714285714285715,13.571428571428571,14.571428571428571
19,58,1,2007-05-30,87,66,76.5,58,65.0,0.0,12.0,4.333333333333333,19.3,0,0.0,29.31,30.04,10.3,19,10.6,2007,5,22,14.966666666666669,57.285714285714285,51.857142857142854,4.364285714285714,0.15285714285714286,29.392857142857142,7.485714285714286,16.571428571428573,56.42857142857143,55.714285714285715,54.857142857142854,52.857142857142854,50.57142857142857,48.857142857142854,49.285714285714285,48.285714285714285,4.376190476190476,4.385714285714286,4.397619047619048,4.40952380952381,0.15285714285714286,0.15285714285714286,0.15285714285714286,0.15714285714285717,29.404285714285717,29.397142857142857,29.38285714285714,29.38857142857143,7.642857142857144,8.242857142857142,8.457142857142857,8.671428571428573,16.571428571428573,16.571428571428573,16.714285714285715,13.571428571428571
20,60,1,2007-05-31,78,65,71.5,61,65.0,0.0,7.0,4.333333333333333,19.316666666666663,1,0.01,29.28,30.0,9.3,19,9.9,2007,5,22,14.983333333333334,57.57142857142857,52.857142857142854,4.354761904761905,0.15142857142857144,29.374285714285715,6.685714285714286,16.285714285714285,57.285714285714285,56.42857142857143,55.714285714285715,54.857142857142854,51.857142857142854,50.57142857142857,48.857142857142854,49.285714285714285,4.364285714285714,4.376190476190476,4.385714285714286,4.397619047619048,0.15285714285714286,0.15285714285714286,0.15285714285714286,0.15285714285714286,29.392857142857142,29.404285714285717,29.397142857142857,29.38285714285714,7.485714285714286,7.642857142857144,8.242857142857142,8.457142857142857,16.571428571428573,16.571428571428573,16.571428571428573,16.714285714285715
21,62,1,2007-06-01,85,62,73.5,63,66.0,0.0,9.0,4.316666666666666,19.33333333333333,1,0.19,29.19,29.91,4.2,17,6.4,2007,6,22,15.016666666666666,58.42857142857143,55.57142857142857,4.345238095238095,0.17857142857142858,29.32857142857143,6.585714285714286,18.0,57.57142857142857,57.285714285714285,56.42857142857143,55.714285714285715,52.857142857142854,51.857142857142854,50.57142857142857,48.857142857142854,4.354761904761905,4.364285714285714,4.376190476190476,4.385714285714286,0.15142857142857144,0.15285714285714286,0.15285714285714286,0.15285714285714286,29.374285714285715,29.392857142857142,29.404285714285717,29.397142857142857,6.685714285714286,7.485714285714286,7.642857142857144,8.242857142857142,16.285714285714285,16.571428571428573,16.571428571428573,16.571428571428573
22,64,1,2007-06-02,81,65,73.0,63,67.0,0.0,8.0,4.316666666666666,19.33333333333333,1,0.04,29.03,29.77,6.5,22,7.4,2007,6,22,15.016666666666666,60.714285714285715,56.714285714285715,4.338095238095238,0.039999999999999994,29.28142857142857,7.114285714285714,18.714285714285715,58.42857142857143,57.57142857142857,57.285714285714285,56.42857142857143,55.57142857142857,52.857142857142854,51.857142857142854,50.57142857142857,4.345238095238095,4.354761904761905,4.364285714285714,4.376190476190476,0.17857142857142858,0.15142857142857144,0.15285714285714286,0.15285714285714286,29.32857142857143,29.374285714285715,29.392857142857142,29.404285714285717,6.585714285714286,6.685714285714286,7.485714285714286,7.642857142857144,18.0,16.285714285714285,16.571428571428573,16.571428571428573
23,66,1,2007-06-03,78,62,70.0,60,63.0,0.0,5.0,4.3,19.35,1,0.01,28.82,29.56,5.2,25,6.7,2007,6,22,15.05,61.42857142857143,58.57142857142857,4.328571428571428,0.03571428571428571,29.20714285714286,6.585714285714286,18.571428571428573,60.714285714285715,58.42857142857143,57.57142857142857,57.285714285714285,56.714285714285715,55.57142857142857,52.857142857142854,51.857142857142854,4.338095238095238,4.345238095238095,4.354761904761905,4.364285714285714,0.039999999999999994,0.17857142857142858,0.15142857142857144,0.15285714285714286,29.28142857142857,29.32857142857143,29.374285714285715,29.392857142857142,7.114285714285714,6.585714285714286,6.685714285714286,7.485714285714286,18.714285714285715,18.0,16.285714285714285,16.571428571428573
24,68,1,2007-06-04,71,58,64.5,58,60.0,0.0,0.0,4.3,19.366666666666667,1,0.39,28.82,29.52,7.8,31,9.7,2007,6,23,15.066666666666666,62.57142857142857,60.142857142857146,4.321428571428571,0.09142857142857143,29.12,7.014285714285714,21.571428571428573,61.42857142857143,60.714285714285715,58.42857142857143,57.57142857142857,58.57142857142857,56.714285714285715,55.57142857142857,52.857142857142854,4.328571428571428,4.338095238095238,4.345238095238095,4.354761904761905,0.03571428571428571,0.039999999999999994,0.17857142857142858,0.15142857142857144,29.20714285714286,29.28142857142857,29.32857142857143,29.374285714285715,6.585714285714286,7.114285714285714,6.585714285714286,6.685714285714286,18.571428571428573,18.714285714285715,18.0,16.285714285714285
25,70,1,2007-06-05,64,47,55.5,48,51.0,9.0,0.0,4.283333333333333,19.383333333333333,1,0.42,29.1,29.79,5.2,5,7.6,2007,6,23,15.1,60.714285714285715,58.714285714285715,4.311904761904762,0.15142857142857144,29.078571428571426,6.928571428571429,19.714285714285715,62.57142857142857,61.42857142857143,60.714285714285715,58.42857142857143,60.142857142857146,58.57142857142857,56.714285714285715,55.57142857142857,4.321428571428571,4.328571428571428,4.338095238095238,4.345238095238095,0.09142857142857143,0.03571428571428571,0.039999999999999994,0.17857142857142858,29.12,29.20714285714286,29.28142857142857,29.32857142857143,7.014285714285714,6.585714285714286,7.114285714285714,6.585714285714286,21.571428571428573,18.571428571428573,18.714285714285715,18.0
26,72,1,2007-06-06,71,44,57.5,48,55.0,7.0,0.0,4.283333333333333,19.383333333333333,1,0.01,29.07,29.81,10.8,17,11.4,2007,6,23,15.1,57.57142857142857,57.285714285714285,4.304761904761905,0.15285714285714286,29.044285714285717,7.0,19.428571428571427,60.714285714285715,62.57142857142857,61.42857142857143,60.714285714285715,58.714285714285715,60.142857142857146,58.57142857142857,56.714285714285715,4.311904761904762,4.321428571428571,4.328571428571428,4.338095238095238,0.15142857142857144,0.09142857142857143,0.03571428571428571,0.039999999999999994,29.078571428571426,29.12,29.20714285714286,29.28142857142857,6.928571428571429,7.014285714285714,6.585714285714286,7.114285714285714,19.714285714285715,21.571428571428573,18.571428571428573,18.714285714285715
27,74,1,2007-06-07,91,71,81.0,62,69.0,0.0,16.0,4.283333333333333,19.4,0,0.0,28.84,29.55,22.7,20,23.1,2007,6,23,15.116666666666664,58.42857142857143,57.42857142857143,4.297619047619047,0.15142857142857144,28.981428571428573,8.914285714285715,19.571428571428573,57.57142857142857,60.714285714285715,62.57142857142857,61.42857142857143,57.285714285714285,58.714285714285715,60.142857142857146,58.57142857142857,4.304761904761905,4.311904761904762,4.321428571428571,4.328571428571428,0.15285714285714286,0.15142857142857144,0.09142857142857143,0.03571428571428571,29.044285714285717,29.078571428571426,29.12,29.20714285714286,7.0,6.928571428571429,7.014285714285714,6.585714285714286,19.428571428571427,19.714285714285715,21.571428571428573,18.571428571428573
28,76,1,2007-06-08,81,57,69.0,53,61.0,0.0,4.0,4.283333333333333,19.416666666666668,0,0.0,29.18,29.85,10.9,28,13.8,2007,6,23,15.133333333333336,57.714285714285715,56.0,4.292857142857143,0.12428571428571429,28.979999999999997,9.871428571428572,21.142857142857142,58.42857142857143,57.57142857142857,60.714285714285715,62.57142857142857,57.42857142857143,57.285714285714285,58.714285714285715,60.142857142857146,4.297619047619047,4.304761904761905,4.311904761904762,4.321428571428571,0.15142857142857144,0.15285714285714286,0.15142857142857144,0.09142857142857143,28.981428571428573,29.044285714285717,29.078571428571426,29.12,8.914285714285715,7.0,6.928571428571429,7.014285714285714,19.571428571428573,19.428571428571427,19.714285714285715,21.571428571428573
29,78,1,2007-06-09,79,52,65.5,47,57.0,0.0,1.0,4.266666666666667,19.416666666666668,0,0.0,29.36,30.07,0.3,33,5.0,2007,6,23,15.150000000000002,55.857142857142854,53.714285714285715,4.285714285714286,0.11857142857142856,29.027142857142856,8.985714285714286,22.714285714285715,57.714285714285715,58.42857142857143,57.57142857142857,60.714285714285715,56.0,57.42857142857143,57.285714285714285,58.714285714285715,4.292857142857143,4.297619047619047,4.304761904761905,4.311904761904762,0.12428571428571429,0.15142857142857144,0.15285714285714286,0.15142857142857144,28.979999999999997,28.981428571428573,29.044285714285717,29.078571428571426,9.871428571428572,8.914285714285715,7.0,6.928571428571429,21.142857142857142,19.571428571428573,19.428571428571427,19.714285714285715
30,80,1,2007-06-10,81,55,68.0,51,59.0,0.0,3.0,4.266666666666667,19.433333333333334,0,0.0,29.34,30.05,4.8,17,5.6,2007,6,23,15.166666666666668,54.857142857142854,52.42857142857143,4.280952380952381,0.11714285714285713,29.101428571428574,8.928571428571429,21.571428571428573,55.857142857142854,57.714285714285715,58.42857142857143,57.57142857142857,53.714285714285715,56.0,57.42857142857143,57.285714285714285,4.285714285714286,4.292857142857143,4.297619047619047,4.304761904761905,0.11857142857142856,0.12428571428571429,0.15142857142857144,0.15285714285714286,29.027142857142856,28.979999999999997,28.981428571428573,29.044285714285717,8.985714285714286,9.871428571428572,8.914285714285715,7.0,22.714285714285715,21.142857142857142,19.571428571428573,19.428571428571427
31,82,1,2007-06-11,86,58,72.0,52,61.0,0.0,7.0,4.266666666666667,19.433333333333334,0,0.0,29.41,30.11,4.9,11,6.9,2007,6,24,15.166666666666668,54.857142857142854,51.57142857142857,4.276190476190476,0.06142857142857143,29.185714285714287,8.514285714285714,18.714285714285715,54.857142857142854,55.857142857142854,57.714285714285715,58.42857142857143,52.42857142857143,53.714285714285715,56.0,57.42857142857143,4.280952380952381,4.285714285714286,4.292857142857143,4.297619047619047,0.11714285714285713,0.11857142857142856,0.12428571428571429,0.15142857142857144,29.101428571428574,29.027142857142856,28.979999999999997,28.981428571428573,8.928571428571429,8.985714285714286,9.871428571428572,8.914285714285715,21.571428571428573,22.714285714285715,21.142857142857142,19.571428571428573
32,84,1,2007-06-12,83,62,72.5,50,60.0,0.0,8.0,4.266666666666667,19.45,0,0.0,29.44,30.16,8.3,5,8.8,2007,6,24,15.183333333333334,57.0,51.857142857142854,4.273809523809524,0.0014285714285714286,29.234285714285715,8.957142857142857,18.714285714285715,54.857142857142854,54.857142857142854,55.857142857142854,57.714285714285715,51.57142857142857,52.42857142857143,53.714285714285715,56.0,4.276190476190476,4.280952380952381,4.285714285714286,4.292857142857143,0.06142857142857143,0.11714285714285713,0.11857142857142856,0.12428571428571429,29.185714285714287,29.101428571428574,29.027142857142856,28.979999999999997,8.514285714285714,8.928571428571429,8.985714285714286,9.871428571428572,18.714285714285715,21.571428571428573,22.714285714285715,21.142857142857142
33,86,1,2007-06-13,87,60,73.5,53,62.0,0.0,9.0,4.266666666666667,19.45,0,0.0,29.36,30.09,7.2,5,8.6,2007,6,24,15.183333333333334,59.285714285714285,52.57142857142857,4.271428571428571,0.0,29.275714285714283,8.442857142857143,17.0,57.0,54.857142857142854,54.857142857142854,55.857142857142854,51.857142857142854,51.57142857142857,52.42857142857143,53.714285714285715,4.273809523809524,4.276190476190476,4.280952380952381,4.285714285714286,0.0014285714285714286,0.06142857142857143,0.11714285714285713,0.11857142857142856,29.234285714285715,29.185714285714287,29.101428571428574,29.027142857142856,8.957142857142857,8.514285714285714,8.928571428571429,8.985714285714286,18.714285714285715,18.714285714285715,21.571428571428573,22.714285714285715
34,88,1,2007-06-14,89,64,76.5,55,64.0,0.0,12.0,4.266666666666667,19.466666666666665,0,0.0,29.3,30.02,5.6,5,6.8,2007,6,24,15.2,58.285714285714285,51.57142857142857,4.269047619047619,0.0,29.34142857142857,6.0,14.857142857142858,59.285714285714285,57.0,54.857142857142854,54.857142857142854,52.57142857142857,51.857142857142854,51.57142857142857,52.42857142857143,4.271428571428571,4.273809523809524,4.276190476190476,4.280952380952381,0.0,0.0014285714285714286,0.06142857142857143,0.11714285714285713,29.275714285714283,29.234285714285715,29.185714285714287,29.101428571428574,8.442857142857143,8.957142857142857,8.514285714285714,8.928571428571429,17.0,18.714285714285715,18.714285714285715,21.571428571428573
