Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Wet_NoWet,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,WeekofYear,Daylight_Hours,Weekly_Tavg,Weekly_WetBulb,Weekly_AvgSpeed,Weekly_Daylight_Hours,Weekly_Tavg_lag1,Weekly_Tavg_lag2,Weekly_Tavg_lag3,Weekly_Tavg_lag4,Weekly_WetBulb_lag1,Weekly_WetBulb_lag2,Weekly_WetBulb_lag3,Weekly_WetBulb_lag4,Weekly_AvgSpeed_lag1,Weekly_AvgSpeed_lag2,Weekly_AvgSpeed_lag3,Weekly_AvgSpeed_lag4,Weekly_Daylight_Hours_lag1,Weekly_Daylight_Hours_lag2,Weekly_Daylight_Hours_lag3,Weekly_Daylight_Hours_lag4
1,2007-05-11,70,51,60.5,42,51.0,4.0,0.0,4.6,18.983333333333334,0,0.0,29.33,30.04,11.3,3,12.9,2007,5,19,14.383333333333335,68.28571428571429,60.42857142857143,6.314285714285715,14.338095238095239,69.21428571428571,68.35714285714286,66.92857142857143,65.35714285714286,60.714285714285715,59.714285714285715,57.714285714285715,55.285714285714285,5.885714285714286,6.828571428571429,8.314285714285715,9.614285714285714,14.31904761904762,14.302380952380954,14.278571428571428,14.261904761904763
2,2007-05-11,73,49,61.0,44,51.0,4.0,0.0,4.6,19.0,0,0.0,29.39,30.03,11.7,36,12.8,2007,5,19,14.4,67.28571428571429,58.857142857142854,7.314285714285715,14.352380952380953,68.28571428571429,69.21428571428571,68.35714285714286,66.92857142857143,60.42857142857143,60.714285714285715,59.714285714285715,57.714285714285715,6.314285714285715,5.885714285714286,6.828571428571429,8.314285714285715,14.338095238095239,14.31904761904762,14.302380952380954,14.278571428571428
1,2007-05-12,64,46,55.0,36,46.0,10.0,0.0,4.583333333333333,19.016666666666666,0,0.0,29.49,30.2,12.4,3,12.9,2007,5,19,14.433333333333334,65.14285714285714,56.42857142857143,8.385714285714286,14.373809523809525,67.28571428571429,68.28571428571429,69.21428571428571,68.35714285714286,58.857142857142854,60.42857142857143,60.714285714285715,59.714285714285715,7.314285714285715,6.314285714285715,5.885714285714286,6.828571428571429,14.352380952380953,14.338095238095239,14.31904761904762,14.302380952380954
2,2007-05-12,65,47,56.0,37,46.0,9.0,0.0,4.583333333333333,19.016666666666666,0,0.0,29.54,30.19,12.7,1,13.0,2007,5,19,14.433333333333334,63.285714285714285,54.0,9.357142857142858,14.388095238095238,65.14285714285714,67.28571428571429,68.28571428571429,69.21428571428571,56.42857142857143,58.857142857142854,60.42857142857143,60.714285714285715,8.385714285714286,7.314285714285715,6.314285714285715,5.885714285714286,14.373809523809525,14.352380952380953,14.338095238095239,14.31904761904762
1,2007-05-13,69,43,56.0,33,46.0,9.0,0.0,4.566666666666666,19.033333333333335,0,0.0,29.49,30.24,6.6,14,8.1,2007,5,19,14.466666666666669,61.357142857142854,51.57142857142857,9.671428571428573,14.407142857142858,63.285714285714285,65.14285714285714,67.28571428571429,68.28571428571429,54.0,56.42857142857143,58.857142857142854,60.42857142857143,9.357142857142858,8.385714285714286,7.314285714285715,6.314285714285715,14.388095238095238,14.373809523809525,14.352380952380953,14.338095238095239
2,2007-05-13,69,44,56.5,32,46.0,8.0,0.0,4.566666666666666,19.033333333333335,0,0.0,29.55,30.24,6.4,11,7.6,2007,5,19,14.466666666666669,59.42857142857143,49.57142857142857,10.171428571428573,14.421428571428574,61.357142857142854,63.285714285714285,65.14285714285714,67.28571428571429,51.57142857142857,54.0,56.42857142857143,58.857142857142854,9.671428571428573,9.357142857142858,8.385714285714286,7.314285714285715,14.407142857142858,14.388095238095238,14.373809523809525,14.352380952380953
1,2007-05-14,90,56,73.0,47,59.0,0.0,8.0,4.55,19.05,0,0.0,29.23,29.97,16.9,21,17.3,2007,5,20,14.5,59.714285714285715,49.285714285714285,12.085714285714285,14.440476190476192,59.42857142857143,61.357142857142854,63.285714285714285,65.14285714285714,49.57142857142857,51.57142857142857,54.0,56.42857142857143,10.171428571428573,9.671428571428573,9.357142857142858,8.385714285714286,14.421428571428574,14.407142857142858,14.388095238095238,14.373809523809525
2,2007-05-14,90,54,72.0,45,58.0,0.0,7.0,4.55,19.05,0,0.0,29.31,29.98,14.1,21,14.6,2007,5,20,14.5,61.357142857142854,50.285714285714285,12.328571428571431,14.457142857142857,59.714285714285715,59.42857142857143,61.357142857142854,63.285714285714285,49.285714285714285,49.57142857142857,51.57142857142857,54.0,12.085714285714285,10.171428571428573,9.671428571428573,9.357142857142858,14.440476190476192,14.421428571428574,14.407142857142858,14.388095238095238
1,2007-05-15,80,57,68.5,56,61.0,0.0,4.0,4.533333333333333,19.066666666666666,1,0.38,29.13,29.84,8.1,27,12.3,2007,5,20,14.533333333333333,62.42857142857143,51.714285714285715,12.257142857142856,14.476190476190478,61.357142857142854,59.714285714285715,59.42857142857143,61.357142857142854,50.285714285714285,49.285714285714285,49.57142857142857,51.57142857142857,12.328571428571431,12.085714285714285,10.171428571428573,9.671428571428573,14.457142857142857,14.440476190476192,14.421428571428574,14.407142857142858
2,2007-05-15,82,56,69.0,56,61.0,0.0,4.0,4.533333333333333,19.066666666666666,1,0.6,29.19,29.83,8.1,25,10.8,2007,5,20,14.533333333333333,64.42857142857143,53.857142857142854,11.957142857142857,14.49047619047619,62.42857142857143,61.357142857142854,59.714285714285715,59.42857142857143,51.714285714285715,50.285714285714285,49.285714285714285,49.57142857142857,12.257142857142856,12.328571428571431,12.085714285714285,10.171428571428573,14.476190476190478,14.457142857142857,14.440476190476192,14.421428571428574
1,2007-05-16,66,44,55.0,43,48.0,10.0,0.0,4.516666666666667,19.083333333333332,1,0.14,29.33,30.03,7.8,36,12.2,2007,5,20,14.566666666666666,64.28571428571429,54.142857142857146,11.842857142857143,14.50952380952381,64.42857142857143,62.42857142857143,61.357142857142854,59.714285714285715,53.857142857142854,51.714285714285715,50.285714285714285,49.285714285714285,11.957142857142857,12.257142857142856,12.328571428571431,12.085714285714285,14.49047619047619,14.476190476190478,14.457142857142857,14.440476190476192
2,2007-05-16,64,45,54.5,42,47.0,10.0,0.0,4.516666666666667,19.083333333333332,1,0.07,29.39,30.03,8.0,36,11.8,2007,5,20,14.566666666666666,64.07142857142857,54.285714285714285,12.37142857142857,14.523809523809522,64.28571428571429,64.42857142857143,62.42857142857143,61.357142857142854,54.142857142857146,53.857142857142854,51.714285714285715,50.285714285714285,11.842857142857143,11.957142857142857,12.257142857142856,12.328571428571431,14.50952380952381,14.49047619047619,14.476190476190478,14.457142857142857
1,2007-05-17,62,43,52.5,32,43.0,12.0,0.0,4.5,19.1,0,0.0,29.55,30.27,10.5,3,11.3,2007,5,20,14.600000000000001,63.5,53.857142857142854,12.9,14.542857142857143,64.07142857142857,64.28571428571429,64.42857142857143,62.42857142857143,54.285714285714285,54.142857142857146,53.857142857142854,51.714285714285715,12.37142857142857,11.842857142857143,11.957142857142857,12.257142857142856,14.523809523809522,14.50952380952381,14.49047619047619,14.476190476190478
2,2007-05-17,61,44,52.5,32,43.0,12.0,0.0,4.5,19.1,0,0.0,29.62,30.27,11.7,1,12.2,2007,5,20,14.600000000000001,60.57142857142857,51.57142857142857,12.171428571428573,14.557142857142859,63.5,64.07142857142857,64.28571428571429,64.42857142857143,53.857142857142854,54.285714285714285,54.142857142857146,53.857142857142854,12.9,12.37142857142857,11.842857142857143,11.957142857142857,14.542857142857143,14.523809523809522,14.50952380952381,14.49047619047619
1,2007-05-18,71,42,56.5,30,46.0,8.0,0.0,4.483333333333333,19.116666666666667,0,0.0,29.53,30.25,5.4,25,7.5,2007,5,20,14.633333333333333,58.357142857142854,49.857142857142854,11.157142857142857,14.576190476190476,60.57142857142857,63.5,64.07142857142857,64.28571428571429,51.57142857142857,53.857142857142854,54.285714285714285,54.142857142857146,12.171428571428573,12.9,12.37142857142857,11.842857142857143,14.557142857142859,14.542857142857143,14.523809523809522,14.50952380952381
2,2007-05-18,70,43,56.5,31,47.0,8.0,0.0,4.483333333333333,19.116666666666667,0,0.0,29.6,30.26,3.4,22,5.5,2007,5,20,14.633333333333333,56.642857142857146,47.857142857142854,10.185714285714285,14.59047619047619,58.357142857142854,60.57142857142857,63.5,64.07142857142857,49.857142857142854,51.57142857142857,53.857142857142854,54.285714285714285,11.157142857142857,12.171428571428573,12.9,12.37142857142857,14.576190476190476,14.557142857142859,14.542857142857143,14.523809523809522
1,2007-05-19,80,56,68.0,39,53.0,0.0,3.0,4.466666666666667,19.133333333333333,0,0.0,29.34,30.08,11.1,24,11.4,2007,5,20,14.666666666666666,56.5,46.714285714285715,10.271428571428572,14.60952380952381,56.642857142857146,58.357142857142854,60.57142857142857,63.5,47.857142857142854,49.857142857142854,51.57142857142857,53.857142857142854,10.185714285714285,11.157142857142857,12.171428571428573,12.9,14.59047619047619,14.576190476190476,14.557142857142859,14.542857142857143
2,2007-05-19,80,56,68.0,37,53.0,0.0,3.0,4.466666666666667,19.133333333333333,0,0.0,29.41,30.08,11.1,23,11.4,2007,5,20,14.666666666666666,58.357142857142854,47.42857142857143,10.157142857142857,14.623809523809525,56.5,56.642857142857146,58.357142857142854,60.57142857142857,46.714285714285715,47.857142857142854,49.857142857142854,51.57142857142857,10.271428571428572,10.185714285714285,11.157142857142857,12.171428571428573,14.60952380952381,14.59047619047619,14.576190476190476,14.557142857142859
1,2007-05-20,69,43,56.0,40,44.0,9.0,0.0,4.45,19.15,1,0.07,29.38,30.11,10.4,4,10.7,2007,5,20,14.7,58.57142857142857,47.0,10.0,14.642857142857142,58.357142857142854,56.5,56.642857142857146,58.357142857142854,47.42857142857143,46.714285714285715,47.857142857142854,49.857142857142854,10.157142857142857,10.271428571428572,10.185714285714285,11.157142857142857,14.623809523809525,14.60952380952381,14.59047619047619,14.576190476190476
2,2007-05-20,69,44,56.5,41,45.0,8.0,0.0,4.45,19.15,1,0.11,29.44,30.11,8.6,3,9.7,2007,5,20,14.7,59.142857142857146,47.285714285714285,9.77142857142857,14.657142857142857,58.57142857142857,58.357142857142854,56.5,56.642857142857146,47.0,47.42857142857143,46.714285714285715,47.857142857142854,10.0,10.157142857142857,10.271428571428572,10.185714285714285,14.642857142857142,14.623809523809525,14.60952380952381,14.59047619047619
1,2007-05-21,80,44,62.0,50,56.0,3.0,0.0,4.433333333333334,19.166666666666668,0,0.0,29.33,30.06,6.3,11,8.2,2007,5,21,14.733333333333334,60.5,49.142857142857146,9.200000000000001,14.676190476190476,59.142857142857146,58.57142857142857,58.357142857142854,56.5,47.285714285714285,47.0,47.42857142857143,46.714285714285715,9.77142857142857,10.0,10.157142857142857,10.271428571428572,14.657142857142857,14.642857142857142,14.623809523809525,14.60952380952381
2,2007-05-21,79,46,62.5,50,57.0,2.0,0.0,4.433333333333334,19.166666666666668,0,0.0,29.39,30.05,6.3,10,7.8,2007,5,21,14.733333333333334,61.357142857142854,50.714285714285715,9.242857142857144,14.69047619047619,60.5,59.142857142857146,58.57142857142857,58.357142857142854,49.142857142857146,47.285714285714285,47.0,47.42857142857143,9.200000000000001,9.77142857142857,10.0,10.157142857142857,14.676190476190476,14.657142857142857,14.642857142857142,14.623809523809525
1,2007-05-22,87,55,71.0,46,58.0,0.0,6.0,4.416666666666667,19.183333333333334,0,0.0,29.34,30.06,10.0,18,10.2,2007,5,21,14.766666666666666,63.42857142857143,52.285714285714285,9.914285714285715,14.709523809523807,61.357142857142854,60.5,59.142857142857146,58.57142857142857,50.714285714285715,49.142857142857146,47.285714285714285,47.0,9.242857142857144,9.200000000000001,9.77142857142857,10.0,14.69047619047619,14.676190476190476,14.657142857142857,14.642857142857142
2,2007-05-22,87,60,73.5,44,58.0,0.0,9.0,4.416666666666667,19.183333333333334,0,0.0,29.41,30.05,10.1,16,10.6,2007,5,21,14.766666666666666,64.21428571428571,53.0,9.799999999999999,14.723809523809523,63.42857142857143,61.357142857142854,60.5,59.142857142857146,52.285714285714285,50.714285714285715,49.142857142857146,47.285714285714285,9.914285714285715,9.242857142857144,9.200000000000001,9.77142857142857,14.709523809523807,14.69047619047619,14.676190476190476,14.657142857142857
1,2007-05-23,89,60,74.5,49,61.0,0.0,10.0,4.416666666666667,19.2,0,0.0,29.39,30.1,11.4,19,11.8,2007,5,21,14.783333333333331,65.14285714285714,54.142857142857146,9.857142857142858,14.740476190476189,64.21428571428571,63.42857142857143,61.357142857142854,60.5,53.0,52.285714285714285,50.714285714285715,49.142857142857146,9.799999999999999,9.914285714285715,9.242857142857144,9.200000000000001,14.723809523809523,14.709523809523807,14.69047619047619,14.676190476190476
2,2007-05-23,89,66,77.5,48,61.0,0.0,13.0,4.4,19.183333333333334,0,0.0,29.47,30.1,10.9,18,11.2,2007,5,21,14.783333333333333,68.21428571428571,56.57142857142857,9.928571428571429,14.75238095238095,65.14285714285714,64.21428571428571,63.42857142857143,61.357142857142854,54.142857142857146,53.0,52.285714285714285,50.714285714285715,9.857142857142858,9.799999999999999,9.914285714285715,9.242857142857144,14.740476190476189,14.723809523809523,14.709523809523807,14.69047619047619
1,2007-05-24,88,63,75.5,54,63.0,0.0,11.0,4.4,19.216666666666665,1,0.02,29.41,30.11,14.9,21,17.3,2007,5,21,14.816666666666665,70.92857142857143,59.142857142857146,11.014285714285714,14.769047619047617,68.21428571428571,65.14285714285714,64.21428571428571,63.42857142857143,56.57142857142857,54.142857142857146,53.0,52.285714285714285,9.928571428571429,9.857142857142858,9.799999999999999,9.914285714285715,14.75238095238095,14.740476190476189,14.723809523809523,14.709523809523807
2,2007-05-24,88,66,77.0,53,63.0,0.0,12.0,4.4,19.2,1,0.0,29.47,30.1,13.8,20,15.2,2007,5,21,14.799999999999999,73.07142857142857,60.142857142857146,12.014285714285714,14.778571428571428,70.92857142857143,68.21428571428571,65.14285714285714,64.21428571428571,59.142857142857146,56.57142857142857,54.142857142857146,53.0,11.014285714285714,9.928571428571429,9.857142857142858,9.799999999999999,14.769047619047617,14.75238095238095,14.740476190476189,14.723809523809523
1,2007-05-25,70,56,63.0,44,53.0,2.0,0.0,4.383333333333334,19.233333333333334,0,0.0,29.51,30.24,4.9,5,8.8,2007,5,21,14.850000000000001,73.14285714285714,59.57142857142857,12.157142857142857,14.795238095238094,73.07142857142857,70.92857142857143,68.21428571428571,65.14285714285714,60.142857142857146,59.142857142857146,56.57142857142857,54.142857142857146,12.014285714285714,11.014285714285714,9.928571428571429,9.857142857142858,14.778571428571428,14.769047619047617,14.75238095238095,14.740476190476189
2,2007-05-25,66,57,61.5,46,53.0,3.0,0.0,4.383333333333334,19.216666666666665,1,0.09,29.57,30.23,4.5,5,8.2,2007,5,21,14.833333333333332,71.78571428571429,58.857142857142854,11.871428571428572,14.804761904761904,73.14285714285714,73.07142857142857,70.92857142857143,68.21428571428571,59.57142857142857,60.142857142857146,59.142857142857146,56.57142857142857,12.157142857142857,12.014285714285714,11.014285714285714,9.928571428571429,14.795238095238094,14.778571428571428,14.769047619047617,14.75238095238095
1,2007-05-26,65,49,57.0,55,56.0,8.0,0.0,4.366666666666666,19.25,1,1.01,29.36,30.11,2.8,17,7.2,2007,5,21,14.883333333333333,69.42857142857143,58.57142857142857,11.385714285714286,14.821428571428571,71.78571428571429,73.14285714285714,73.07142857142857,70.92857142857143,58.857142857142854,59.57142857142857,60.142857142857146,59.142857142857146,11.871428571428572,12.157142857142857,12.014285714285714,11.014285714285714,14.804761904761904,14.795238095238094,14.778571428571428,14.769047619047617
2,2007-05-26,70,50,60.0,55,57.0,5.0,0.0,4.366666666666666,19.233333333333334,1,0.28,29.42,30.1,2.5,15,7.8,2007,5,21,14.866666666666667,67.35714285714286,58.0,10.814285714285715,14.833333333333332,69.42857142857143,71.78571428571429,73.14285714285714,73.07142857142857,58.57142857142857,58.857142857142854,59.57142857142857,60.142857142857146,11.385714285714286,11.871428571428572,12.157142857142857,12.014285714285714,14.821428571428571,14.804761904761904,14.795238095238094,14.778571428571428
1,2007-05-27,75,57,66.0,47,56.0,0.0,1.0,4.366666666666666,19.266666666666666,1,0.04,29.34,30.06,8.9,26,9.5,2007,5,21,14.899999999999999,65.71428571428571,57.285714285714285,10.571428571428571,14.85,67.35714285714286,69.42857142857143,71.78571428571429,73.14285714285714,58.0,58.57142857142857,58.857142857142854,59.57142857142857,10.814285714285715,11.385714285714286,11.871428571428572,12.157142857142857,14.833333333333332,14.821428571428571,14.804761904761904,14.795238095238094
2,2007-05-27,75,59,67.0,49,57.0,0.0,2.0,4.366666666666666,19.25,1,0.08,29.41,30.05,8.2,24,9.2,2007,5,21,14.883333333333333,64.5,56.42857142857143,9.414285714285715,14.859523809523807,65.71428571428571,67.35714285714286,69.42857142857143,71.78571428571429,57.285714285714285,58.0,58.57142857142857,58.857142857142854,10.571428571428571,10.814285714285715,11.385714285714286,11.871428571428572,14.85,14.833333333333332,14.821428571428571,14.804761904761904
1,2007-05-28,79,50,64.5,47,56.0,0.0,0.0,4.35,19.266666666666666,1,0.0,29.43,30.15,4.8,10,5.3,2007,5,22,14.916666666666666,62.714285714285715,55.42857142857143,7.999999999999999,14.876190476190475,64.5,65.71428571428571,67.35714285714286,69.42857142857143,56.42857142857143,57.285714285714285,58.0,58.57142857142857,9.414285714285715,10.571428571428571,10.814285714285715,11.385714285714286,14.859523809523807,14.85,14.833333333333332,14.821428571428571
2,2007-05-28,76,54,65.0,49,57.0,0.0,0.0,4.35,19.266666666666666,0,0.0,29.49,30.14,4.7,8,5.2,2007,5,22,14.916666666666666,63.0,56.0,7.485714285714286,14.885714285714286,62.714285714285715,64.5,65.71428571428571,67.35714285714286,55.42857142857143,56.42857142857143,57.285714285714285,58.0,7.999999999999999,9.414285714285715,10.571428571428571,10.814285714285715,14.876190476190475,14.859523809523807,14.85,14.833333333333332
1,2007-05-29,88,60,74.0,58,65.0,0.0,9.0,4.35,19.283333333333335,1,0.0,29.39,30.11,5.8,18,6.5,2007,5,22,14.933333333333335,64.78571428571429,57.714285714285715,7.242857142857143,14.900000000000002,63.0,62.714285714285715,64.5,65.71428571428571,56.0,55.42857142857143,56.42857142857143,57.285714285714285,7.485714285714286,7.999999999999999,9.414285714285715,10.571428571428571,14.885714285714286,14.876190476190475,14.859523809523807,14.85
2,2007-05-29,88,65,76.5,59,66.0,0.0,12.0,4.333333333333333,19.283333333333335,1,0.0,29.44,30.09,5.8,16,7.4,2007,5,22,14.950000000000003,67.57142857142857,59.142857142857146,7.271428571428571,14.90952380952381,64.78571428571429,63.0,62.714285714285715,64.5,57.714285714285715,56.0,55.42857142857143,56.42857142857143,7.242857142857143,7.485714285714286,7.999999999999999,9.414285714285715,14.900000000000002,14.885714285714286,14.876190476190475,14.859523809523807
1,2007-05-30,87,66,76.5,58,65.0,0.0,12.0,4.333333333333333,19.3,0,0.0,29.31,30.04,10.3,19,10.6,2007,5,22,14.966666666666669,69.92857142857143,60.285714285714285,7.671428571428571,14.923809523809524,67.57142857142857,64.78571428571429,63.0,62.714285714285715,59.142857142857146,57.714285714285715,56.0,55.42857142857143,7.271428571428571,7.242857142857143,7.485714285714286,7.999999999999999,14.90952380952381,14.900000000000002,14.885714285714286,14.876190476190475
